"","ID","SMILES"
"4239","Prestw-651","N1(C(\C(=C(/C1)\C)\CC)=O)C(=O)NCCc1ccc(S(NC(N[C@@H]2CC[C@H](CC2)C)=O)(=O)=O)cc1"
"4244","Prestw-652","[C@]123[C@]4([C@](C5C(O[C@@H]([C@]4(OC1=O)[H])[C@@H]5C(=C)C)=O)(CC2O3)O)C"
"4246","Prestw-653","C(C(c1ccccc1)(c1ccccc1)O)(OC1C[N+](CCC1)(C)C)=O"
"4259","Prestw-654","n1c(c(CN(/C(=C(\SC(=O)c2ccccc2)/CCOP(=O)(O)O)/C)C=O)cnc1C)N"
"4261","Prestw-655","[C@@]12([C@@]3([C@]([C@]4([C@@]([C@@]5(\C(=C/C(=O)CC5)\CC4)C)([C@H](C3)O)F)[H])(C[C@H]1OC(O2)(C)C)[H])C)C(=O)CCl"
"4263","Prestw-656","O1C(C(C(C(C1CO)O)O)O)OC2C(OC(CC2OC(=O)C)OC3C(OC(CC3O)OC4C(OC(CC4O)OC9CC8C(C5(C(C6(C(C(C5)O)(C(CC6)C7=CC(=O)OC7)C)O)(CC8)C)C)(CC9)C)C)C)C"
"4278","Prestw-657","c1(nc(c(nc1N)N)Cl)C(\N=C(\NCc1ccccc1)/N)=O"
"4280","Prestw-658","N1(N(C(C(C1=O)(CCCC)COC(=O)CCC(O)=O)=O)c1ccccc1)c1ccccc1"
"4283","Prestw-659","c12c(nc[nH]1)ncnc2NCc1occc1"
"4288","Prestw-660","[C@]1/2([C@]\3([C@](OC/C3=C\C=C\[C@@H](C(\C(=C\C[C@]3(O[C@]\4(O[C@@]([C@H](\C=C4)C)([C@](C)([H])CC)[H])C[C@@H](OC1=O)C3)[H])\C)O[C@@]1(O[C@H](C([C@H](C1)OC)O[C@@]1(O[C@H]([C@@H]([C@H](C1)OC)O)C)[H])C)[H])C)([C@@H](/C(=C2)/C)O)[H])O)[H]"
"4292","Prestw-1317","c1(/C=2/Oc3c(C(\C2)=O)cccc3NC(c2ccc(cc2)OCCCCc2ccccc2)=O)nnn[nH]1"
"4297","Prestw-1477","[C@@H](C(=O)O)(C(S)(C)C)N"
"4303","Prestw-1365","c1(sc2c(c1)cccc2)C(N(C(=O)N)O)C"
"4305","Prestw-1432","C\1(/c2c(cc(cc2)Cl)CCc2c1nccc2)=C/1\CCN(C(=O)OCC)CC1"
"4315","Prestw-1387","N(CCNCCNCCN)CCN"
"4317","Prestw-666","C=1(\C(\C(=C(/N/C1/C)\C)\C(=O)OC)c1c([N+]([O-])=O)cccc1)/C(OCC(C)C)=O"
"4326","Prestw-1507","c12c(N(C(N(C1=O)C)=O)C)ncn2CC(O)=O"
"4335","Prestw-1165","c1(c(c(c(cc1C)OC)C)C)\C=C\C(=C\C=C\C(=C\C(=O)O)\C)\C"
"4342","Prestw-1162","S(Cc1noc2c1cccc2)(=O)(=O)N"
"4354","Prestw-1173","c1(nc(nc(n1)N)N)c1c(ccc(c1)Cl)Cl"
"4356","Prestw-671","[C@]12([C@]([C@]\3([C@]([C@]4(\C(\C=C3)=C/C(=O)CC4)C)(CC1)[H])[H])(CC[C@@H]2C(=O)C)[H])C"
"4362","Prestw-1346","S(=O)(=O)(Cc1cc2c(c[nH]c2cc1)CCN(C)C)NC"
"4369","Prestw-1456","N1(c2c(\C=C/c3c1cccc3)cccc2)CCCN1CCN(CC1)CCO"
"4381","Prestw-1447","C=1(\C(c2c(N(/C1)CC)nc(cc2)C)=O)/C([O-])=O"
"4391","Prestw-1475","N12[C@@H]([C@@H](C1=O)NC(c1c(noc1C)c1ccccc1)=O)SC([C@@H]2C([O-])=O)(C)C"
"4397","Prestw-676","C(OC1[C@@H](C2([C@@H](C[C@]/3(C4(CCC5[C@@](CO)(C(CCC5(C4C/C=C3/C2CC1(C)C)C)OC1O[C@@H]([C@@H](O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)[C@@H]([C@H]1O[C@@H]1O[C@@H](C([C@@H]([C@H]1O)O)O)CO)O)C(O)=O)C)C)C)O)CO)OC(C)=O)([H])=C(C)C(O)=O"
"4399","Prestw-631","[N+]1(=CSC(=C1C)CCO)Cc2c(nc(nc2)C)N"
"4402","Prestw-1349","S1([C@]([C@@H](N2[C@H]1CC2=O)C(=O)O)(Cn1nncc1)C)(=O)=O"
"4410","Prestw-1285","C(P(=O)(O)O)(P(=O)(O)O)(CCN(CCCCC)C)O"
"4417","Prestw-1363","C/1(=C(/c2c(OC1=O)cccc2)\O)\C(CC(=O)C)c1ccccc1"
"4420","Prestw-1318","O1c2c(Cc3c1ccc(c3)C(C(=O)O)C)cccn2"
"4423","Prestw-1340","c1(n(c(nc1)C)CC(O)C)[N+]([O-])=O"
"4426","Prestw-683","N1(C(CCCC1(C)C)(C)C)C"
"4433","Prestw-1798","OC(c1ccccc1)CNCCc1ccc(NC(Cc2csc(n2)N)=O)cc1"
"4434","Prestw-1508","S(Nc1ccc(cc1)C(O)CCCN(CC)CCCCCCC)(=O)(=O)C"
"4439","Prestw-1799","O=C(CNC(C)(C)C)Nc1c(O)c2C(=O)C=3C(Cc2c(c1)N(C)C)CC1C(O)(C3O)C(=O)C(=C(O)C1N(C)C)C(=O)N"
"4440","Prestw-1465","[C@@]1([C@@H](CN(C)C)CCCC1)(c1cc(OC)ccc1)O"
"4447","Prestw-688","S(Oc1cc2c([C@@]3([C@]([C@]4([C@@](C(CC4)=O)(CC3)C)[H])(CC2)[H])[H])cc1)(=O)(=O)O"
"4459","Prestw-1253","[C@]12([C@@](O1)([C@]1([N+]([C@@]2(C[C@H](C1)OC([C@@H](c1ccccc1)CO)=O)[H])(CCCC)C)[H])[H])[H]"
"4461","Prestw-1494","N12\C(\c3c(C1)c(c1c(n3)ccc(OC(N3CCC(N4CCCCC4)CC3)=O)c1)CC)=C/C/1=C(\C2=O)/COC([C@]1(O)CC)=O"
"4467","Prestw-1353","[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)C)O[C@H]1CC([C@H]([C@@H](O1)C)O)(O)C)N(C)C)O)O[C@@H]1[C@H]([C@@H](CC(O[C@@H]([C@H](\C=C(\C=C\C([C@@H](C[C@@H]1CC=O)C)=O)/C)CO[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)C)O)OC)OC)CC)=O)O)C"
"4472","Prestw-692","C1(c2c(CO1)cc(C#N)cc2)(c1ccc(cc1)F)CCCN(C)C"
"4490","Prestw-693","N1(c2c(Sc3c1cccc3)cccc2)CCCN(C)C"
"4493","Prestw-694","S(Nc1nc(ccn1)C)(c1ccc(N)cc1)(=O)=O"
"4499","Prestw-1170","C(C1(O)CCCCC1)(c1ccc(cc1)OC)CN(C)C"
"4518","Prestw-696","N1(C(NC(C1=O)c1ccccc1)=O)CC"
"4528","Prestw-697","[C@]12(C3([C@]([C@]4([C@@](C(CC4)=O)(CC3)C)[H])(CC[C@@]1(C[C@@H](CC2)O)[H])[H])[H])C"
"4530","Prestw-698","C/1(\C2c3c(CCC2)cccc3)=N/CCN1"
"4540","Prestw-699","C(C(c1ccc(cc1)O)CC)(c1ccc(cc1)O)CC"
"4543","Prestw-700","[C@]1(NC(CSCC#N)=O)(C(N\2[C@@]1(SC\C(=C2\C(=O)[O-])\CSc1n(nnn1)C)[H])=O)OC"
"4550","Prestw-701","C(CCN1CCCCC1)(c1ccccc1)(C1CCCCC1)O"
"4558","Prestw-702","c1(ccc(cc1)NC(=O)CCC(O)=O)S(Nc1sccn1)(=O)=O"
"4563","Prestw-703","C\1(=C(\C(N(N1C)c1ccccc1)=O)/C(C)C)/CN(C(Cc1ccccc1)C)C"
"4565","Prestw-704","c1(c(cc(c(c1)Br)N)OC)C(=O)NCCN(CC)CC"
"4573","Prestw-705","C(c1cc(c(cc1)OCCOCC[N+](Cc1ccccc1)(C)C)C)(CC(C)(C)C)(C)C"
"4575","Prestw-706","N1(C(c2ccc(cc2)Cl)c2ccccc2)CCN(CC1)C"
"4584","Prestw-707","C(OC1CCN(CC1)C)(c1ccccc1)c1ccccc1"
"4595","Prestw-708","C(c1ccc(cc1)OCCOCC[N+](Cc1ccccc1)(C)C)(CC(C)(C)C)(C)C"
"4598","Prestw-709","c12c(\C(=C/C(O1)=O)\C)cc1c(c2C)oc(c1)C"
"4600","Prestw-1136","c12c(C(N(C(N1C)=O)C)=O)n(cn2)CC1OCCO1"
"4608","Prestw-711","S(NC(=O)c1ccccc1)(c1ccc(N)cc1)(=O)=O"
"4610","Prestw-712","C(c1ccc(N)cc1)(=O)OCC"
"4619","Prestw-713","C=1(\C(N(N(/C1/C)C)c1ccccc1)=O)/N(CS([O-])(=O)=O)C"
"4624","Prestw-714","[C@]12([C@@H](CO[C@@]1([C@H](CO2)O[N+]([O-])=O)[H])O[N+]([O-])=O)[H]"
"4634","Prestw-715","S(Nc1nnc(Cl)cc1)(c1ccc(N)cc1)(=O)=O"
"4636","Prestw-716","N1(CCCOc2ccc(cc2)OCCCC)CCOCC1"
"4640","Prestw-717","[C@]12([C@]([C@]3([C@@]([C@]4(\C=C/C(N[C@@]4(CC3)[H])=O)C)(CC1)[H])[H])(CC[C@@H]2C(NC(C)(C)C)=O)[H])C"
"4644","Prestw-718","[C@]\1\2([C@@]3([C@]([C@]4([C@@]([C@](CC4)(C(=O)C)O)(C[C@@H]3O)C)[H])(C[C@@H](/C1=C/C(\C=C2)=O)C)[H])F)C"
"4648","Prestw-719","N1\2C([C@]([C@]1(SC\C(=C2\C([O-])=O)\COC(=O)C)[H])(NC(Cc1sccc1)=O)[H])=O"
"4654","Prestw-720","N1\2C([C@]([C@]1(SC\C(=C2\C([O-])=O)\COC(=O)N)[H])(NC(/C(/c1occc1)=N\OC)=O)[H])=O"
"4661","Prestw-721","S1(c2c(NC(N1)CSCC=C)cc(c(S(=O)(=O)N)c2)Cl)(=O)=O"
"4673","Prestw-722","C=1(/C(N(N(\C1\C)C)c1ccccc1)=O)\NC(C)C"
"4676","Prestw-723","N12[C@@]([C@@](C1=O)(NC(C(Oc1ccccc1)C)=O)[H])(SC([C@@H]2C([O-])=O)(C)C)[H]"
"4678","Prestw-724","S(Nc1nnc(cc1)OC)(c1ccc(N)cc1)(=O)=O"
"4684","Prestw-725","C(N(O)CCCCCNC(=O)CCC(N(O)CCCCCN)=O)(=O)CCC(=O)NCCCCCN(C(=O)C)O"
"4692","Prestw-726","C(NC)(Cc1ccccc1)(C)C.C(NC)(Cc1ccccc1)(C)C"
"4699","Prestw-1140","C(N(c1nc(OC)ccc1)C)(Oc1cc2c(cc1)CCCC2)=S"
"4702","Prestw-728","S(Nc1nc(nc(c1)OC)OC)(c1ccc(N)cc1)(=O)=O"
"4706","Prestw-729","S(c1ccc(N)cc1)(=O)(=O)N"
"4709","Prestw-730","c1(C([O-])=O)c(ccc(/N=N/c2ccc(C(=O)NCCC([O-])=O)cc2)c1)O"
"4716","Prestw-731","S([N-]c1nc2c(nc1)cccc2)(c1ccc(N)cc1)(=O)=O"
"4720","Prestw-732","[C@@H]1(NC(N(N=O)C)=O)[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O"
"4728","Prestw-733","N(CC(COc1ccc(cc1)CCOC)O)C(C)C.N(CC(COc1ccc(cc1)CCOC)O)C(C)C"
"4737","Prestw-734","[C@]\1\2([C@@]3([C@]([C@]4([C@@]([C@]([C@@H](C4)C)(C(=O)CO)O)(C[C@@H]3O)C)[H])(C[C@@H](/C1=C/C(\C=C2)=O)F)[H])F)C"
"4739","Prestw-735","c1(C(NCC2NCCCC2)=O)c(OCC(F)(F)F)ccc(c1)OCC(F)(F)F"
"4746","Prestw-736","N1\2C([C@]([C@]1(SC\C(=C2\C([O-])=O)\CSc1sc(nn1)C)[H])(NC(Cn1nnnc1)=O)[H])=O"
"4753","Prestw-1702","COc1c(OC)cc(C(=O)N2CCOCC2)cc1OC"
"4755","Prestw-738","C/1\2=C(/N/C(=N\C1=O)/N)\NCC(N2C=O)CNc1ccc(C(N[C@H](C([O-])=O)CCC([O-])=O)=O)cc1"
"4757","Prestw-739","c1(cc(c(cc1)O)O)[C@H]([C@@H](N)C)O"
"4759","Prestw-740","N1(C(c2c([Se]1)cccc2)=O)c1ccccc1"
"4761","Prestw-741","n1([C@H]2[C@@H]([C@@H]([C@H](O2)COP(OP(OC[C@H]2O[C@@H]([n+]3cc(C(=O)N)ccc3)[C@@H]([C@@H]2O)O)([O-])=O)(=O)O)O)O)c2c(nc1)c(ncn2)N"
"4763","Prestw-742","S(Nc1sc(nn1)C)(c1ccc(N)cc1)(=O)=O"
"4768","Prestw-743","[C@]12(\C(=C/C(=O)CC1)\[C@H](C[C@@]1([C@@]2([C@H](C[C@]2([C@]1(CC[C@@H]2C(=O)C)[H])C)O)[H])[H])C)C"
"4770","Prestw-744","c1ccc(c(n1)Nc1c(c(ccc1)C(F)(F)F)C)C(O)=O"
"4774","Prestw-745","C1(C(C(C(C(O1)C)OC1CC(C(C(O1)C)O)(O)C)N(C)C)O)O[C@@H]1[C@H]([C@@H](CC(O[C@@H](C/C=C/C=C/[C@H](OC2OC(C(CC2)N(C)C)C)[C@@H](C[C@@H]1CC=O)C)C)=O)O['R'])OC"
"4780","Prestw-746","C(C(c1ccccc1)(C1CCCC1)O)(OC1C[N+](CC1)(C)C)=O"
"4788","Prestw-1600","N/1=C(/NNC1=O)\CN1[C@H]([C@@H](O[C@@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C)OCC1)c1ccc(cc1)F"
"4795","Prestw-748","[C@]12(O[C@]([C@H]([C@H]([C@@H](C([O-])=O)C)OC)C)([C@@H]([C@H](C1)O)C)[H])O[C@]([C@@]1(O[C@]([C@@]3(O[C@@]([C@]4(O[C@@]([C@@H](C[C@@H]4C)C)(O)CO)[H])(C[C@@H]3C)[H])[H])(CC1)CC)[H])(CC2)C"
"4798","Prestw-749","c1(cc(c(cc1)O)O)C(C(NC(C)C)CC)O"
"4808","Prestw-750","C1(CC(CCO1)(O)C)=O"
"4810","Prestw-751","c1(nc(c2c(n1)cc(c(c2)OC)OC)N)N1CCN(C(C2OCCC2)=O)CC1"
"4818","Prestw-752","n1c(c(/N=N/c2ccccc2)ccc1N)N"
"4821","Prestw-753","[C@@]12(\C(=C/3\C(c4c([C@H]([C@]3(C[C@]1([C@@H](\C(=C(/C2=O)\C(=O)N)\O)N(C)C)[H])[H])O)c(ccc4O)Cl)=O)\O)O"
"4831","Prestw-754","c1(cccc(c1)C(C(=O)[O-])C)Oc1ccccc1.c1(cccc(c1)C(C(=O)[O-])C)Oc1ccccc1"
"4841","Prestw-755","N12[C@@]([C@@](C1=O)(NC([C@H](NC(N1C(C(N(CC1)CC)=O)=O)=O)c1ccccc1)=O)[H])(SC([C@@H]2C([O-])=O)(C)C)[H]"
"4845","Prestw-756","C(=C(/c1ccc(cc1)O)\CC)(\c1ccc(cc1)O)/CC"
"4857","Prestw-757","C(=C(/c1ccc(cc1)OC)\Cl)(/c1ccc(cc1)OC)\c1ccc(cc1)OC"
"4867","Prestw-758","[C@]1(C(O[C@@]2([C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)[H])[C@H](C[C@H]([C@@H]1O)N)N)(O[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O)[H]"
"4869","Prestw-759","[N+](CC(OC(=O)C)C)(C)(C)C"
"4875","Prestw-760","C(C(c1ccccc1)(c1ccccc1)O)(OC1C[N+](CCC1)(CC)C)=O"
"4885","Prestw-761","C(c1ccc(N)cc1)(=O)OCCCC"
"4887","Prestw-762","S(Nc1ncccc1)(c1ccc(N)cc1)(=O)=O"
"4891","Prestw-763","C(=O)(COc1ccc(Cl)cc1)OCCN(C)C"
"4894","Prestw-764","c1([N+]([O-])=O)oc(/C=N/N2C(OC(C2)CN2CCOCC2)=O)cc1"
"4897","Prestw-765","C=1(\c2c(NC(/C1)(C)C)ccc(c2)OCC)/C"
"4900","Prestw-766","n1(c(cnc1C)[N+]([O-])=O)CCS(CC)(=O)=O"
"4909","Prestw-767","C12(OC(CO1)CNC(=N)N)CCCCC2.C12(OC(CO1)CNC(=N)N)CCCCC2"
"4918","Prestw-768","n1([C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)c2c(nc1)c(ncn2)N"
"4920","Prestw-769","S(Nc1ncc(cn1)OC)(c1ccc(N)cc1)(=O)=O"
"4924","Prestw-770","[N+](CCC(C(=O)N)(c1ccccc1)c1ccccc1)(C(C)C)(C(C)C)C.[I-]"
"4927","Prestw-771","[C@]12(C([C@@H](C[C@]1([C@]1([C@@]([C@@]\3(\C(=C/C(\C=C3)=O)\C[C@H]1Cl)C)([C@H](C2)O)[H])[H])[H])C)(C(COC(=O)CC)=O)OC(=O)CC)C"
"4931","Prestw-772","c1(C(Nc2ccc(C(F)(F)F)cc2)=O)c(onc1)C"
"4941","Prestw-773","[C@]12([C@]([C@]3([C@@]([C@@]4(\C(=C/C(=O)CC4)\CC3)[H])(CC1)[H])[H])(CC[C@]2(C#C)O)[H])CC"
"4949","Prestw-774","[C@@]12([C@@]3([C@]([C@]4([C@@]([C@@]\5(\C(\[C@H](C4)F)=C/C(\C=C5)=O)C)([C@H](C3)O)F)[H])(C[C@H]1OC(O2)(C)C)[H])C)C(COC(=O)C)=O"
"4951","Prestw-775","S([N-]c1nc(cc(n1)C)C)(c1ccc(N)cc1)(=O)=O"
"4956","Prestw-776","O(c1c(OC)cccc1)CC(O)CO"
"4958","Prestw-777","N(C(=N)NCC(CC)CCCC)C(=N)NCCCCCCNC(NC(=N)NCC(CC)CCCC)=N"
"4960","Prestw-778","C(C(=O)OCCN(CC)CC)(c1ccccc1)(c1ccccc1)CCC"
"4962","Prestw-779","c1(n(c(cc1C)CC([O-])=O)C)C(c1ccc(cc1)Cl)=O"
"4965","Prestw-780","c12c(OCO1)cc1c(c2)C(/C(=N\N1CC)/C(O)=O)=O"
"4970","Prestw-781","[C@]12([C@]([C@H](C[C@]1([C@]1([C@@]([C@@]\3(\C(=C/C(\C=C3)=O)\CC1)C)([C@H](C2)O)F)[H])[H])C)(C(=O)CCl)OC(=O)CC)C"
"4974","Prestw-782","[C@@]12([C@@]([C@@H](c3c([C@@H]1O)cc1c(c3)OCO1)c1cc(c(c(c1)OC)OC)OC)(C(OC2)=O)[H])[H]"
"4976","Prestw-783","c1c(ccc(c1)OC(C)(C)C(O)=O)Cl"
"4980","Prestw-784","S1(c2c(NC(N1)Cc1ccccc1)cc(c(S(=O)(=O)N)c2)C(F)(F)F)(=O)=O"
"4986","Prestw-785","C\1(=C(\c2c(OC1=O)cccc2)/O)/C/C/1=C(/c2c(OC1=O)cccc2)\O"
"4991","Prestw-786","c1(n(ccn1)C)S"
"4995","Prestw-787","C12(c3c(c(c(c(c3)Br)[O-])[Hg]O)Oc3c1cc(c(c3)[O-])Br)OC(c1c2cccc1)=O"
"4997","Prestw-788","C(OC(CNC1CCCCC1)C)(=O)c1ccccc1"
"5001","Prestw-789","C(C(c1ccccc1)C1CCCCC1)(=O)OCCN(CC)CC"
"5003","Prestw-790","[C@]1(C([C@H](C[C@@H](C1)C)C)=O)([C@@H](CC1CC(NC(=O)C1)=O)O)[H]"
"5005","Prestw-791","c1(cc2c(cc(cc2)OC)cc1)[C@H](C([O-])=O)C"
"5009","Prestw-792","[n+]1(c2c(c3c(c1c1ccccc1)cc(cc3)N)ccc(c2)N)CCC[N+](CC)(CC)C"
"5011","Prestw-793","N1(CCOC(c2ccc(cc2)Cl)c2ccccc2)CCCCC1"
"5016","Prestw-794","N1(C(CC(OC(C(c2ccccc2)O)=O)CC1C)(C)C)C"
"5018","Prestw-795","c1(noc(c1)C)C(=O)NNCc1ccccc1"
"5030","Prestw-796","[C@@]12([H])[C@@]([C@@]3([H])[C@]([C@@]([C@@H](CCC(O)=O)C)(CC3)[H])(C)CC1)([H])CC[C@@]1([H])[C@@]2(CC[C@H](C1)O)C"
"5040","Prestw-797","N1(c2c(Sc3c1cccc3)ccc(c2)OC)C[C@@H](CN(C)C)C"
"5047","Prestw-798","C(\C(\c1ccc(cc1)O)=C\C)(/c1ccc(cc1)O)=C/C"
"5053","Prestw-799","C(CCN1CCCCC1)(c1ccccc1)(c1ccccc1)O"
"5056","Prestw-800","C=1(\C(N\C=C(/C1)\c1ccncc1)=O)/N"
"5060","Prestw-801","C(c1ccc(cc1)Cl)(c1ncccc1)OCCN(C)C"
"5075","Prestw-802","C=1(/SC(N(\N1)C)=NC(=O)C)\S(=O)(=O)N"
"5089","Prestw-803","C1(C(N\C=C/C1=O)=O)(CC)CC"
"5091","Prestw-804","[C@@]12([C@](O[C@]3([C@](O1)([C@H]([C@H]([C@H]([C@@H]3O)NC)O)NC)[H])[H])(O[C@@H](CC2=O)C)[H])O"
"5097","Prestw-805","c1(ncc2c(n1)N(/C=C(\C2=O)/C(O)=O)CC)N1CCCC1"
"5101","Prestw-806","N1(c2c(CCc3c1cccc3)cccc2)CC(CN(C)C)C"
"5111","Prestw-807","N(c1ncccc1)(Cc1ccc(Cl)cc1)CCN(C)C"
"5115","Prestw-808","c1([N+]([O-])=O)oc(C=NN2C(OCC2)=O)cc1"
"5123","Prestw-809","c1(S(=O)(=O)N)c(c(cc(S(=O)(=O)N)c1)Cl)Cl"
"5130","Prestw-810","c1(c(cc(cc1)Cl)Cl)C(SCc1ccc(Cl)cc1)Cn1cncc1"
"5134","Prestw-1233","[C@H]1([C@H]([C@@H]([C@H](O[C@H]1S[Au]=P(CC)(CC)CC)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C"
"5143","Prestw-812","C/1(c2c(O/C(=C1)/C([O-])=O)cccc2OCC(COc1c2C(\C=C(/Oc2ccc1)\C([O-])=O)=O)O)=O"
"5147","Prestw-813","n1([C@@H]2O[C@@]3(OP(OC[C@]3([C@H]2OC(=O)CCC)[H])([O-])=O)[H])c2c(nc1)c(NC(=O)CCC)ncn2"
"5150","Prestw-814","N1\2C([C@]([C@]1(SC\C(=C2\C([O-])=O)\C[n+]1ccc(C(=O)N)cc1)[H])(NC([C@H](S([O-])(=O)=O)c1ccccc1)=O)[H])=O"
"5156","Prestw-815","P(Oc1c(C(=O)O)cccc1)(=O)(O)O"
"5158","Prestw-816","c1(ccc(cc1)C(C)C(O)=O)C(c1sccc1)=O"
"5162","Prestw-1509","[C@@]1/2([C@@]3([C@]([C@]4([C@@]([C@@]\5(\C(=C/C(\C=C5)=O)\CC4)C)([C@H](C3)O)[H])[H])(C[C@]1(O/C(=N2)/C)[H])[H])C)C(COC(=O)C)=O"
"5172","Prestw-818","c12C[C@@H]([C@@H](Cc1cccc2OCC(CNC(C)(C)C)O)O)O"
"5182","Prestw-819","[C@@]1(C(N\2[C@@]1(OC\C(=C2\C([O-])=O)\CSc1n(nnn1)C)[H])=O)(NC([C@H](C([O-])=O)c1ccc(cc1)O)=O)OC"
"5189","Prestw-820","N1(c2c(C(N(C1=O)C)=O)[nH]cn2)C.N1(c2c(C(N(C1=O)C)=O)[nH]cn2)C"
"5195","Prestw-821","N12[C@@]([C@@](C1=O)(NC([C@H](NC(N1C(NCC1)=O)=O)c1ccccc1)=O)[H])(SC([C@@H]2C([O-])=O)(C)C)[H]"
"5198","Prestw-822","C(C(c1ccccc1)(c1ccccc1)O)(OC1C[N+]2(CCC1CC2)C)=O"
"5208","Prestw-823","S(Nc1ncnc(c1)OC)(c1ccc(N)cc1)(=O)=O"
"5211","Prestw-824","S1(c2c(\N=C(/N1)\CSCc1ccccc1)cc(c(S(=O)(=O)N)c2)Cl)(=O)=O"
"5216","Prestw-825","S1(NC(Nc2c1cc(S(=O)(=O)N)c(c2)Cl)C(Cl)Cl)(=O)=O"
"5221","Prestw-826","n1c(noc1CCN(CC)CC)c1ccccc1"
"5224","Prestw-827","C1(c2c(Oc3c1cccc3)cccc2)C(=O)OCC[N+](C(C)C)(C(C)C)C"
"5232","Prestw-1361","N1CC(OCC1)COc1c(OCC)cccc1"
"5241","Prestw-829","N1C(OC(C1=O)(C)C)=O"
"5246","Prestw-830","c12c(nccc1cc(c(c2)OCC)OCC)Cc1cc(c(cc1)OCC)OCC"
"5248","Prestw-831","C(c1ccc(N)cc1)(=O)OCCCN(CCCC)CCCC"
"5250","Prestw-832","[C@@]1(C(N\2[C@@]1(SC\C(=C2\C([O-])=O)\COC(=O)N)[H])=O)(NC(Cc1sccc1)=O)OC"
"5257","Prestw-833","P1(N(CCCl)CCCO1)(=O)NCCCl"
"5269","Prestw-834","C\1(=C(\c2c(OC1=O)c(c(O[C@H]1[C@@H]([C@@H]([C@H](C(O1)(C)C)OC)OC(=O)N)O)cc2)C)/O)/NC(c1cc(c([O-])cc1)C\C=C(/C)\C)=O"
"5272","Prestw-1800","O=C1NC(Cc2ccc3[nH]cc(CCN(C)C)c3c2)CO1"
"5273","Prestw-836","N1(C(c2c(C1)cccc2)=O)c1ccc(C(C(=O)O)C)cc1"
"5278","Prestw-837","C=1/2\[C@]([C@]3([C@@]([C@@]4([C@](C([C@@H](OC(=O)CCC([O-])=O)CC4)(C)C)(CC3)[H])C)(C(/C1)=O)[H])C)(CC[C@@]1([C@]2(C[C@@](C([O-])=O)(CC1)C)[H])C)C"
"5281","Prestw-838","c1(N(CC(C(=O)O)C)C(=O)C)c(c(c(cc1I)I)N)I"
"5287","Prestw-839","c1/2c(ncn1COC(CO)(CO)[H])C(N/C(=N2)/N)=O"
"5290","Prestw-840","N1(c2c(Sc3c1cccc3)cccc2)CC(N(CC)CC)C"
"5300","Prestw-1455","c\12c(Nc3c(\N=C1\N1CCN(CC1)C)cccc3)sc(c2)C"
"5314","Prestw-842","c12c(cccc1)Sc1c(N2CC(CN(C)C)C)cccc1.c12c(cccc1)Sc1c(N2CC(CN(C)C)C)cccc1"
"5327","Prestw-843","N12[C@@]([C@@](C1=O)(NC(c1c3c(ccc1OCC)cccc3)=O)[H])(SC([C@@H]2C([O-])=O)(C)C)[H]"
"5331","Prestw-844","C(CCN1CCCC1)(c1ccccc1)(C1CCCCC1)O"
"5340","Prestw-845","[C@@]12([C@](O[C@@]([C@@H]1OCCCN(C)C)([C@H](O)CO)[H])(OC(O2)(C)C)[H])[H]"
"5342","Prestw-846","[C@]12([C@]([C@]3([C@@](c4c(CC3)cc(cc4)OC)(CC1)[H])[H])(CC[C@]2(C#C)O)[H])C"
"5347","Prestw-847","c12c(c(OC[C@H](CNC(C)(C)C)O)ccc1)CCCC2=O"
"5354","Prestw-848","c1(c(c(c(c(c1I)C(NCC(O)CO)=O)I)C(NCC(O)CO)=O)I)N(C(=O)C)CC(CN(c1c(c(c(c(c1I)C(NCC(O)CO)=O)I)C(NCC(O)CO)=O)I)C(=O)C)O"
"5358","Prestw-1379","N/1(c2c(C(/C(=C1)/C(=O)O)=O)cc(c(c2Cl)N1CC(CC1)N)F)C1CC1"
"5360","Prestw-850","C/1=2\[C@]3([C@@](C(CC3)=O)(CC[C@@]1(c1c(C\C2)cc(cc1)O)[H])C)[H]"
"5363","Prestw-851","c12cc(OC[C@H]3[C@H](c4ccc(cc4)F)CCNC3)ccc1OCO2"
"5373","Prestw-1454","N(C(C(c1ccc(cc1)O)O)C)C(CCc1ccccc1)C"
"5378","Prestw-853","c1(c(cc(cc1I)C[C@@H](C(=O)O)N)I)Oc1cc(c(cc1)O)I"
"5387","Prestw-854","[C@]1([C@@H]([C@H](C[C@H](O1)C)N(C)C)O)(O[C@@H]1[C@H]([C@@H]([C@H](C(O[C@@H]([C@]([C@@H]([C@H](\C(\[C@@H](C[C@]1(O)C)C)=N\OCOCCOC)C)O)(O)C)CC)=O)C)O[C@H]1C[C@]([C@H]([C@@H](O1)C)O)(OC)C)C)[H]"
